desc_tier_llm,salary_mid,experience_min_llm,edulevel_llm,state,sector
ai_integration,145860,5,-,Massachusetts,Information Technology
none,136225,,Bachelor's,North Carolina,Information Technology
none,116875,4,Bachelor's,Colorado,Telecommunications
none,153150,1,Bachelor's,North Carolina,Aerospace & Defense
none,132500,5,Bachelor's,Unknown,Pharmaceutical & Biotechnology
none,101550,6,-,Maryland,Information Technology
none,103334,5,-,Unknown,Healthcare
none,114283,5,Bachelor's,Texas,Information Technology
none,139142,10,-,Texas,Unknown
applied_ai,140000,3,Bachelor's,Unknown,Management & Consulting
applied_ai,150000,5,Bachelor's,Unknown,Information Technology
none,187100,7,-,Texas,Information Technology
none,106200,2,-,California,Management & Consulting
ai_integration,118500,6,Bachelor's,Unknown,Financial Services
none,157500,3,Bachelor's,Unknown,Government & Public Administration
none,184150,5,Bachelor's,California,Information Technology
none,155000,10,-,Unknown,Unknown
ai_integration,136365,5,Bachelor's,Arizona,Retail & Wholesale
ai_integration,198800,8,Bachelor's,California,Information Technology
none,155000,8,-,Washington State,Retail & Wholesale
ai_integration,175000,1,Bachelor's,Unknown,Information Technology
none,81707,9,-,Illinois,Unknown
none,250000,6,-,Unknown,Unknown
none,97774,,-,Texas,Unknown
none,125000,4,Bachelor's,Colorado,Aerospace & Defense
none,101000,3,-,Illinois,Financial Services
none,139250,8,-,Arizona,Financial Services
none,148166,6,Bachelor's,Colorado,Aerospace & Defense
none,146250,1,-,Washington State,Aerospace & Defense
ai_integration,125700,3,-,Texas,Financial Services
none,126800,5,Bachelor's,Massachusetts,Information Technology
none,145080,8,-,Illinois,Manufacturing
ai_integration,105314,,-,Oregon,Unknown
none,105000,3,-,Unknown,Unknown
ai_integration,140000,5,Bachelor's,New Jersey,Financial Services
none,130145,7,Bachelor's,Texas,Information Technology
none,125000,5,-,Unknown,Healthcare
none,94403,3,-,Ohio,Retail & Wholesale
none,87431,6,-,Rhode Island,Information Technology
none,140000,5,-,Massachusetts,Management & Consulting
none,140000,5,Bachelor's,Unknown,Unknown
ai_integration,145000,4,-,Unknown,Information Technology
none,98500,3,-,Massachusetts,Manufacturing
none,72080,4,Bachelor's,Maine,Manufacturing
none,127500,,-,Unknown,Information Technology
none,82921,0,High School,Texas,Financial Services
none,150000,10,-,Unknown,Information Technology
none,120000,5,-,Unknown,Healthcare
none,139000,3,-,Unknown,Information Technology
applied_ai,159576,5,Bachelor's,Unknown,Unknown
none,74681,2,Bachelor's,Maryland,Unknown
none,126299,5,-,Unknown,Insurance
none,89343,3,-,Georgia,Nonprofit & NGO
none,137250,,Bachelor's,Louisiana,Management & Consulting
none,85000,5,Bachelor's,Colorado,Healthcare
none,119750,3,Bachelor's,Florida,Media & Communication
none,124013,5,Bachelor's,Alabama,Financial Services
none,122500,,-,California,Information Technology
none,81500,3,Bachelor's,Georgia,Information Technology
none,157815,0,Bachelor's,California,Financial Services
none,98217,,-,Michigan,Personal Consumer Services
ai_integration,116500,2,-,Illinois,Information Technology
none,148264,5,Bachelor's,Oregon,Information Technology
none,75563,0,-,Montana,Information Technology
none,47500,3,-,Unknown,Unknown
none,87000,2,Bachelor's,California,Unknown
none,107644,5,-,North Carolina,Unknown
none,125000,5,Bachelor's,Illinois,Information Technology
applied_ai,202500,5,-,Unknown,Information Technology
none,113499,,Bachelor's,Massachusetts,Retail & Wholesale
none,97500,3,Bachelor's,Alabama,Information Technology
applied_ai,129200,5,-,Massachusetts,Manufacturing
none,76910,,-,Ohio,Aerospace & Defense
none,104145,,-,Wisconsin,Personal Consumer Services
none,139500,5,Bachelor's,Utah,Retail & Wholesale
applied_ai,83217,3,-,Washington State,Unknown
none,125000,3,Bachelor's,Puerto Rico,Unknown
none,137193,,Bachelor's,Texas,Manufacturing
ai_integration,225000,3,-,California,Unknown
none,78670,2,-,Pennsylvania,Financial Services
none,135000,3,Bachelor's,New York State,Healthcare
none,148154,2,-,Washington State,Media & Communication
none,147000,5,-,Unknown,Information Technology
none,99098,2,Bachelor's,Missouri,Pharmaceutical & Biotechnology
none,103000,7,Bachelor's,Unknown,Financial Services
none,143000,5,Bachelor's,District of Columbia,Unknown
none,126717,2,-,Virginia,Information Technology
none,139770,8,Bachelor's,Unknown,Information Technology
none,97500,0,Bachelor's,Virginia,Information Technology
ai_integration,134017,6,-,Massachusetts,Financial Services
none,109256,5,-,Unknown,Real Estate
none,177500,7,Bachelor's,Unknown,Information Technology
none,125846,3,-,Colorado,Legal
none,140000,5,High School,Texas,Retail & Wholesale
none,98047,3,Bachelor's,Florida,Transportation & Logistics
none,115080,,-,Illinois,Manufacturing
none,149950,5,Bachelor's,Maryland,Information Technology
none,87948,3,-,Virginia,Information Technology
none,213120,2,-,California,Manufacturing
none,125000,4,-,Illinois,Unknown
none,148613,0,Bachelor's,Maryland,Information Technology
ai_integration,89731,2,Bachelor's,Ohio,Manufacturing
ai_integration,123364,6,-,North Carolina,Information Technology
none,109787,5,Bachelor's,Alabama,Aerospace & Defense
applied_ai,152000,8,Bachelor's,Unknown,Aerospace & Defense
none,135100,3,Bachelor's,California,Manufacturing
none,110110,,Bachelor's,North Carolina,Information Technology
none,115275,7,Bachelor's,Massachusetts,Manufacturing
none,104455,,-,Florida,Transportation & Logistics
applied_ai,210800,,-,New York State,Pharmaceutical & Biotechnology
none,87127,0,-,North Carolina,Unknown
none,187500,5,Bachelor's,Maryland,Information Technology
none,197500,8,High School,Maryland,Unknown
none,67763,2,Bachelor's,Florida,Unknown
none,177500,5,-,New York State,Management & Consulting
ai_integration,125000,5,-,Unknown,Information Technology
none,106610,5,Bachelor's,Unknown,Manufacturing
none,152500,3,Bachelor's,Maryland,Information Technology
none,137093,,-,Virginia,Unknown
none,117824,3,Bachelor's,Texas,Unknown
applied_ai,275000,3,-,Unknown,Unknown
none,122500,5,Bachelor's,Wisconsin,Financial Services
none,202500,12,Bachelor's,Maryland,Information Technology
none,96328,5,Bachelor's,Georgia,Unknown
ai_integration,167900,8,-,New York State,Financial Services
none,100531,,-,Georgia,Media & Communication
applied_ai,187500,5,Bachelor's,Washington State,"Construction, Repair & Maintenance Services"
ai_integration,132016,3,Bachelor's,California,Manufacturing
none,160000,7,-,Unknown,Insurance
none,101450,3,Bachelor's,Massachusetts,Information Technology
none,99332,3,-,Texas,Transportation & Logistics
none,125500,7,-,New York State,Financial Services
ai_integration,151500,3,-,California,Information Technology
ai_integration,125000,0,Bachelor's,California,Information Technology
none,160041,,-,California,Unknown
none,140000,5,-,Unknown,Real Estate
none,112112,,Bachelor's,Texas,Unknown
none,119385,5,Bachelor's,Maryland,Management & Consulting
none,142500,5,Bachelor's,Unknown,Unknown
applied_ai,135000,2,-,Texas,Information Technology
none,94744,3,Bachelor's,New Hampshire,Telecommunications
none,137463,10,Bachelor's,Unknown,Unknown
none,128194,,-,Texas,Media & Communication
none,106370,0,Bachelor's,California,Information Technology
none,220000,3,Bachelor's,Maryland,Unknown
ai_integration,97155,3,-,Utah,Information Technology
none,129904,5,Bachelor's,Florida,Information Technology
none,135816,,-,Massachusetts,Information Technology
none,81382,2,Bachelor's,Maine,Aerospace & Defense
ai_integration,165000,5,Bachelor's,Arizona,Financial Services
none,102327,3,-,Texas,Information Technology
none,85000,6,Bachelor's,Maryland,Information Technology
none,104772,5,-,Florida,Information Technology
none,120000,5,-,Illinois,Education
none,105400,5,Bachelor's,Illinois,Information Technology
none,103129,4,-,Missouri,Unknown
none,99689,2,-,Minnesota,Information Technology
none,106451,3,-,Massachusetts,Information Technology
none,110416,3,High School,North Carolina,Financial Services
none,127500,7,-,New Hampshire,Unknown
applied_ai,151168,5,-,Ohio,Information Technology
applied_ai,181500,6,Bachelor's,Georgia,Information Technology
none,114200,,Bachelor's,New York State,"Energy, Mining & Utilities"
none,141412,5,-,Texas,Manufacturing
applied_ai,149500,3,Bachelor's,Florida,Information Technology
none,101063,3,-,Texas,Unknown
none,108590,5,Bachelor's,Arizona,Information Technology
applied_ai,100000,5,-,Unknown,Unknown
none,170000,3,-,Virginia,Information Technology
ai_integration,200000,5,-,Unknown,Unknown
none,90606,3,-,Utah,Information Technology
none,90244,5,Bachelor's,Florida,Unknown
none,126000,5,-,Connecticut,Insurance
none,187950,5,Bachelor's,Utah,Information Technology
none,140966,5,-,Massachusetts,Financial Services
none,167475,5,-,Texas,Information Technology
none,123361,,-,Massachusetts,Unknown
none,115850,3,Bachelor's,Illinois,Aerospace & Defense
none,107500,3,Bachelor's,Indiana,Insurance
none,109256,5,-,Unknown,Real Estate
none,192000,8,-,Unknown,Information Technology
none,190000,,-,Colorado,Information Technology
none,98943,1,-,Virginia,Management & Consulting
none,222500,8,-,California,Information Technology
none,124050,2,Bachelor's,Washington State,Hotels & Travel Accommodation
none,205000,3,-,Maryland,Information Technology
none,151840,1,Master's,Maryland,Human Resources & Staffing
none,123695,5,Bachelor's,New York State,Information Technology
none,152955,5,High School,California,Healthcare
none,113530,,Bachelor's,Michigan,Personal Consumer Services
none,151500,,-,New York State,Financial Services
none,165000,5,-,Unknown,Information Technology
none,111265,,-,Pennsylvania,Unknown
none,140235,,Bachelor's,California,Information Technology
none,99179,8,Bachelor's,Tennessee,Aerospace & Defense
none,202500,,-,Unknown,Information Technology
none,157500,7,Bachelor's,Unknown,Pharmaceutical & Biotechnology
ai_integration,138439,,Bachelor's,California,Unknown
none,80000,0,-,New Jersey,Unknown
none,115200,3,-,California,Information Technology
none,158505,5,-,Texas,Information Technology
none,139500,5,Bachelor's,Unknown,Retail & Wholesale
none,132500,5,-,Illinois,Information Technology
none,150000,,-,California,Information Technology
none,115000,5,Bachelor's,Colorado,Information Technology
ai_integration,164362,5,Bachelor's,Arizona,Government & Public Administration
none,78534,3,Associate,Idaho,Agriculture
none,122761,4,Bachelor's,Virginia,Unknown
none,83400,3,-,Kansas,Information Technology
none,145000,,Bachelor's,Maryland,Aerospace & Defense
none,143500,5,Associate,California,Information Technology
none,90742,1,Bachelor's,Texas,Unknown
none,122509,5,-,North Carolina,Management & Consulting
applied_ai,127114,,Bachelor's,Oregon,Information Technology
none,136972,5,Bachelor's,Massachusetts,Manufacturing
none,170000,8,-,Unknown,Healthcare
applied_ai,126750,5,Bachelor's,Virginia,Information Technology
applied_ai,141500,7,Bachelor's,Texas,Media & Communication
none,117500,5,-,California,"Construction, Repair & Maintenance Services"
none,125000,3,-,New York State,Management & Consulting
none,165000,7,Bachelor's,California,Education
none,95495,3,-,Georgia,Information Technology
none,169800,4,Bachelor's,Virginia,Information Technology
ai_integration,101669,0,Bachelor's,Virginia,Unknown
none,109247,5,Bachelor's,Iowa,Manufacturing
none,168000,5,Bachelor's,Maryland,Aerospace & Defense
none,105676,1,Bachelor's,Washington State,Information Technology
none,126477,8,Bachelor's,Maryland,Information Technology
none,125000,3,Bachelor's,Colorado,Management & Consulting
none,120000,5,Bachelor's,Unknown,Information Technology
none,110801,2,Master's,Pennsylvania,Unknown
none,99651,3,Bachelor's,North Carolina,Information Technology
none,93268,.5,Bachelor's,Texas,Unknown
none,101175,0,Bachelor's,Maryland,Information Technology
applied_ai,118266,,-,Unknown,Unknown
none,150000,7,-,Unknown,Unknown
none,146750,2,-,Minnesota,Information Technology
ai_integration,145000,3,-,Colorado,Information Technology
none,115343,,-,Washington State,Information Technology
none,98176,3,-,Georgia,Information Technology
none,90192,5,-,New Jersey,Information Technology
none,100900,8,Bachelor's,Maryland,Aerospace & Defense
none,92551,4,-,Virginia,Aerospace & Defense
none,113300,5,-,Unknown,Information Technology
none,126378,4,Bachelor's,Illinois,Transportation & Logistics
none,180000,5,-,Unknown,Healthcare
none,130878,4,-,Georgia,Information Technology
none,115000,4,-,Illinois,Aerospace & Defense
ai_integration,149705,5,Bachelor's,California,Human Resources & Staffing
ai_integration,207125,5,Bachelor's,California,Information Technology
none,127824,5,-,Texas,Retail & Wholesale
none,109954,4,Bachelor's,New Jersey,Information Technology
none,140000,7,Bachelor's,Texas,Unknown
none,157500,5,-,Unknown,Information Technology
none,82799,3,-,Ohio,Financial Services
none,137742,7,-,Arizona,Information Technology
none,155000,,Bachelor's,Maryland,Information Technology
ai_integration,176050,5,Bachelor's,California,Manufacturing
none,201600,5,Bachelor's,Virginia,Information Technology
none,137974,10,Bachelor's,Unknown,Information Technology
none,85000,,-,Maine,Information Technology
none,106201,1,Master's,New Jersey,Information Technology
none,148000,6,-,New Jersey,Financial Services
none,190000,5,-,Maryland,Government & Public Administration
none,151622,,-,California,Information Technology
none,141611,5,Bachelor's,New York State,Manufacturing
none,100000,5,-,Michigan,Information Technology
none,111228,,-,Texas,Information Technology
none,141417,5,Bachelor's,North Carolina,Financial Services
applied_ai,165000,5,Bachelor's,Unknown,Unknown
none,146134,5,Bachelor's,New Jersey,Information Technology
none,172500,5,-,Massachusetts,Information Technology
none,116487,3,Bachelor's,Georgia,Information Technology
none,125000,3,Bachelor's,Unknown,Information Technology
none,172500,,-,Maryland,Government & Public Administration
none,176500,5,Bachelor's,California,Information Technology
none,147807,,-,California,Unknown
none,111136,5,Bachelor's,New Jersey,Information Technology
none,120381,7,Bachelor's,Utah,Unknown
none,117585,,-,Pennsylvania,Information Technology
none,101605,,Master's,Michigan,Unknown
none,105000,3,Bachelor's,Maryland,Information Technology
none,156060,5,-,Unknown,Education
none,95495,3,-,Georgia,Information Technology
none,152961,8,Bachelor's,California,Education
none,118188,,-,New Jersey,Unknown
none,128531,5,-,Illinois,Healthcare
none,141201,,Bachelor's,Texas,Information Technology
none,107651,4,Bachelor's,California,"Energy, Mining & Utilities"
none,87173,,-,Texas,Information Technology
none,104600,5,Bachelor's,Unknown,Financial Services
applied_ai,125000,7,Bachelor's,California,Financial Services
none,149781,.5,Bachelor's,Texas,Human Resources & Staffing
none,107859,5,Bachelor's,Texas,Information Technology
none,130558,4,Bachelor's,Florida,Information Technology
none,151500,5,-,Texas,Management & Consulting
ai_integration,126500,3,Bachelor's,Massachusetts,Information Technology
none,235000,8,Bachelor's,Virginia,Unknown
none,112594,3,Bachelor's,New Jersey,Information Technology
none,139953,5,Bachelor's,New Jersey,Information Technology
none,100008,,Bachelor's,Florida,Unknown
none,99325,2,-,Florida,Information Technology
ai_integration,170000,5,Bachelor's,Unknown,Unknown
none,119078,,Bachelor's,Washington State,Information Technology
none,115000,,-,Maryland,Aerospace & Defense
none,201600,5,-,Virginia,Information Technology
none,122582,,-,Virginia,Government & Public Administration
ai_integration,152500,5,-,New York State,Information Technology
none,178000,4,-,Virginia,Information Technology
none,155000,5,High School,Unknown,Government & Public Administration
none,153300,5,-,Texas,Information Technology
applied_ai,120090,4,Bachelor's,Texas,Information Technology
none,139645,5,Bachelor's,California,Financial Services
none,105000,4,Bachelor's,Illinois,Real Estate
none,93200,1,-,Utah,Information Technology
none,118487,5,High School,Utah,Real Estate
none,145000,6,-,Utah,Unknown
none,115000,3,-,Unknown,Information Technology
none,145000,5,Bachelor's,Unknown,Information Technology
none,41000,7,Bachelor's,Texas,Unknown
none,133120,3,-,Texas,Information Technology
ai_integration,215000,6,-,Unknown,Information Technology
none,78927,4,Associate,New Mexico,Information Technology
none,113614,5,Bachelor's,Texas,Information Technology
ai_integration,115765,,Bachelor's,Maryland,Telecommunications
none,140000,,-,California,"Construction, Repair & Maintenance Services"
none,100000,5,Bachelor's,Maryland,Information Technology
none,112308,3,-,Massachusetts,Unknown
none,94191,3,-,Ohio,Information Technology
none,126951,5,-,Florida,Retail & Wholesale
ai_integration,137500,8,Bachelor's,Georgia,Information Technology
ai_integration,190000,5,-,Unknown,Management & Consulting
ai_integration,90744,1,Bachelor's,Ohio,Management & Consulting
none,180000,5,-,California,Information Technology
none,92006,5,Bachelor's,Virginia,Information Technology
none,147500,5,-,Unknown,Unknown
ai_integration,145000,5,-,Texas,Insurance
ai_integration,221000,12,Bachelor's,Colorado,Healthcare
none,143196,,-,Washington State,Unknown
none,135000,5,-,Unknown,Information Technology
none,140300,4,Bachelor's,Unknown,Information Technology
none,237500,5,-,Maryland,Unknown
none,124139,8,Bachelor's,Pennsylvania,Information Technology
none,120000,,-,Maryland,Government & Public Administration
none,132500,7,Bachelor's,Unknown,Unknown
none,160000,8,Bachelor's,Unknown,Information Technology
none,189100,10,-,Unknown,Manufacturing
none,185000,6,Bachelor's,Maryland,Aerospace & Defense
ai_integration,128896,5,-,Utah,Information Technology
none,114450,,-,Pennsylvania,Information Technology
none,102438,5,-,Pennsylvania,Unknown
none,118216,,-,Illinois,Unknown
none,98385,3,-,Texas,Insurance
none,110000,7,-,California,Nonprofit & NGO
none,118109,,-,Virginia,Government & Public Administration
ai_integration,152675,5,Bachelor's,Texas,Information Technology
none,148685,,Master's,California,Information Technology
none,118817,5,-,California,Information Technology
ai_integration,200000,5,-,Unknown,Information Technology
none,110489,5,-,Georgia,Financial Services
none,95124,3,-,Texas,Unknown
none,93872,3,-,Maryland,Information Technology
none,136234,7,Bachelor's,Texas,Aerospace & Defense
none,106488,,Bachelor's,Texas,Information Technology
none,122264,,-,Maryland,Information Technology
none,140000,7,Bachelor's,Unknown,Management & Consulting
none,119620,3,Bachelor's,California,Information Technology
none,137083,5,-,New Jersey,Information Technology
ai_integration,210000,5,-,Washington State,Information Technology
none,94085,7,-,Florida,Information Technology
none,148614,5,Bachelor's,Virginia,Information Technology
applied_ai,126787,3,-,California,Unknown
none,170000,5,-,New Jersey,Information Technology
ai_integration,160000,,-,Unknown,Unknown
none,122679,,-,Arizona,Information Technology
none,113209,.5,Master's,Michigan,Information Technology
ai_integration,122500,3,-,Unknown,Information Technology
none,141952,5,-,California,Information Technology
none,126658,5,-,Pennsylvania,Information Technology
none,115899,5,-,Texas,Information Technology
none,139093,5,-,Oregon,Unknown
none,147014,,-,New Jersey,Information Technology
ai_integration,101375,3,Bachelor's,Florida,Financial Services
none,155600,7,-,Unknown,Information Technology
none,177550,3,-,Minnesota,Information Technology
none,130436,10,-,Virginia,Information Technology
none,152500,5,High School,Virginia,Government & Public Administration
applied_ai,100627,5,-,Washington State,Unknown
none,137500,3,-,California,Information Technology
ai_integration,195000,5,-,Unknown,Financial Services
none,134607,4,-,California,Information Technology
none,113900,5,Bachelor's,New Jersey,Management & Consulting
none,120000,3,Bachelor's,New York State,Management & Consulting
none,129000,5,Bachelor's,Minnesota,Manufacturing
none,150000,3,Bachelor's,Unknown,Information Technology
none,130474,5,-,Washington State,Information Technology
none,111220,5,-,Colorado,Unknown
none,160000,7,-,Unknown,Retail & Wholesale
none,125624,5,-,Illinois,Unknown
none,99308,7,-,Maryland,Information Technology
none,98645,,Bachelor's,California,Unknown
applied_ai,140899,5,-,Massachusetts,Unknown
none,187500,5,Bachelor's,Unknown,Information Technology
none,110245,,Bachelor's,Virginia,Information Technology
applied_ai,100046,1,-,Georgia,Unknown
none,126370,5,Bachelor's,California,Management & Consulting
applied_ai,98870,5,-,Utah,Information Technology
none,118722,5,-,Unknown,Media & Communication
none,134799,5,Bachelor's,Texas,Media & Communication
ai_integration,200000,4,-,New York State,Unknown
none,125994,10,Bachelor's,California,Information Technology
none,133000,4,-,Unknown,Information Technology
none,127500,5,Bachelor's,Illinois,Human Resources & Staffing
none,135000,5,-,Unknown,Information Technology
ai_integration,192500,5,-,New York State,Information Technology
none,155000,5,Bachelor's,New York State,Media & Communication
none,121450,8,-,Maryland,Information Technology
none,100000,5,-,Washington State,Information Technology
none,139674,5,-,California,Unknown
none,125000,3,Bachelor's,Washington State,Human Resources & Staffing
none,127126,8,-,Texas,Information Technology
applied_ai,141500,7,Bachelor's,Texas,Education
none,209000,5,-,Unknown,Unknown
none,99638,5,-,Texas,Unknown
ai_integration,125828,5,Bachelor's,North Carolina,Information Technology
none,187000,5,Bachelor's,Unknown,Manufacturing
ai_integration,143721,5,-,California,Pharmaceutical & Biotechnology
none,115000,3,-,California,Media & Communication
applied_ai,180000,3,Bachelor's,California,Unknown
none,116500,1,-,Utah,Information Technology
ai_integration,114142,5,Bachelor's,Maryland,Unknown
ai_integration,125154,3,-,California,Information Technology
none,99139,,-,Texas,Unknown
none,146500,5,-,Unknown,Information Technology
none,125225,7,-,Texas,Insurance
ai_integration,136250,5,Bachelor's,Unknown,Real Estate
none,124394,8,-,Utah,Information Technology
none,121895,4,-,California,Media & Communication
ai_integration,165000,5,-,California,Manufacturing
ai_integration,132467,7,Bachelor's,Virginia,Management & Consulting
none,155000,5,-,Washington State,Media & Communication
none,152500,8,Bachelor's,Unknown,Education
ai_integration,103198,5,Bachelor's,Texas,Financial Services
none,145000,3,-,California,Information Technology
none,107542,4,Bachelor's,Maryland,Information Technology
none,130000,7,-,Texas,Unknown
none,138863,10,Bachelor's,Virginia,Unknown
none,135000,5,-,Maine,Information Technology
none,150000,5,-,California,Information Technology
none,125746,10,-,Massachusetts,Management & Consulting
none,130438,5,-,Virginia,Information Technology
none,85818,3,-,North Carolina,Unknown
applied_ai,100000,0,Master's,Texas,Information Technology
ai_integration,107500,3,-,Unknown,Retail & Wholesale
none,106027,5,-,Texas,Unknown
applied_ai,141930,,-,Arizona,Information Technology
none,198000,11,Bachelor's,Virginia,Aerospace & Defense
none,190300,,Bachelor's,California,Information Technology
none,106400,2,Bachelor's,Unknown,Management & Consulting
none,155000,,Bachelor's,California,Information Technology
none,150250,5,Bachelor's,California,Aerospace & Defense
none,100701,3,High School,South Carolina,Aerospace & Defense
none,110000,2,High School,Texas,Management & Consulting
none,123239,,-,Texas,Information Technology
none,168900,,Bachelor's,California,Information Technology
applied_ai,150000,.5,Bachelor's,California,Unknown
none,105000,3,-,Illinois,Information Technology
none,115000,4,Bachelor's,Idaho,Manufacturing
applied_ai,267960,5,Bachelor's,Texas,Information Technology
none,164500,10,Master's,New Jersey,Information Technology
none,106500,2,Bachelor's,Oregon,Information Technology
none,93293,8,-,Florida,Information Technology
none,95000,2,Bachelor's,Pennsylvania,"Energy, Mining & Utilities"
none,95000,5,Associate,Unknown,Unknown
none,91580,2,Bachelor's,Georgia,Manufacturing
none,67276,2,Bachelor's,Wisconsin,Manufacturing
none,74128,1,Bachelor's,North Carolina,Information Technology
none,200200,,Bachelor's,California,Information Technology
none,128788,,Bachelor's,Georgia,Manufacturing
applied_ai,249750,5,Bachelor's,California,Information Technology
none,113712,5,-,Virginia,Information Technology
ai_integration,91004,3,-,California,Information Technology
applied_ai,174375,5,Bachelor's,California,Information Technology
none,127883,2,Bachelor's,Florida,Aerospace & Defense
ai_integration,183598,7,Bachelor's,Rhode Island,Healthcare
none,106875,5,Bachelor's,Oregon,Aerospace & Defense
none,118406,5,Bachelor's,Massachusetts,Pharmaceutical & Biotechnology
none,95158,2,-,South Carolina,"Energy, Mining & Utilities"
none,134050,5,-,Arizona,Financial Services
none,102191,5,Bachelor's,Tennessee,"Construction, Repair & Maintenance Services"
none,173500,10,Bachelor's,Arizona,Financial Services
none,201514,3,Master's,California,Information Technology
none,198000,8,-,Maryland,Aerospace & Defense
none,135000,0,Bachelor's,Unknown,Information Technology
none,90000,,Bachelor's,Vermont,Manufacturing
ai_integration,100000,3,-,California,Financial Services
none,80000,,-,Wisconsin,Manufacturing
none,113245,5,Bachelor's,Virginia,Government & Public Administration
none,105435,4,Bachelor's,Ohio,Insurance
ai_integration,102055,2,Bachelor's,Virginia,Management & Consulting
none,95343,3,Bachelor's,Nevada,Hotels & Travel Accommodation
none,82158,1,Bachelor's,Michigan,Information Technology
none,130000,8,-,Unknown,Insurance
ai_integration,194929,5,-,Unknown,Information Technology
none,97300,1,Bachelor's,California,Unknown
ai_integration,117511,,-,Virginia,Unknown
none,168000,5,Bachelor's,California,Aerospace & Defense
none,79154,4,Bachelor's,Puerto Rico,Information Technology
none,98796,0,-,Michigan,Insurance
none,102500,3,High School,Pennsylvania,Aerospace & Defense
none,106875,5,Bachelor's,Oregon,Aerospace & Defense
applied_ai,330000,4,-,California,Management & Consulting
none,123500,6,Bachelor's,Texas,Financial Services
none,100579,5,Bachelor's,California,Management & Consulting
none,139950,7,Bachelor's,Unknown,Aerospace & Defense
none,87070,3,Bachelor's,Maine,Information Technology
none,95038,0,-,Texas,Human Resources & Staffing
none,127750,3,Bachelor's,Georgia,Insurance
none,113341,5,-,Tennessee,Human Resources & Staffing
none,134200,3,Bachelor's,Virginia,Aerospace & Defense
none,155000,8,Bachelor's,California,Aerospace & Defense
applied_ai,209750,2,Bachelor's,California,Information Technology
none,130000,2,Bachelor's,California,Aerospace & Defense
none,146850,3,Bachelor's,Unknown,Information Technology
none,175979,6,-,Virginia,Aerospace & Defense
none,163800,5,-,Unknown,Information Technology
none,128783,,Bachelor's,Florida,Aerospace & Defense
none,108077,,-,South Carolina,Information Technology
ai_integration,97500,2,-,New York State,Media & Communication
none,181300,6,-,California,Information Technology
none,103334,10,-,Unknown,Healthcare
none,104860,,Bachelor's,Tennessee,Manufacturing
none,83000,0,Bachelor's,New Jersey,Aerospace & Defense
none,79870,10,Bachelor's,Unknown,Management & Consulting
none,102400,2,Bachelor's,Georgia,Information Technology
none,68509,3,Associate,Kansas,"Energy, Mining & Utilities"
none,97014,,-,Oregon,Unknown
none,200200,3,Bachelor's,California,Information Technology
none,125000,0,Bachelor's,Texas,Manufacturing
none,151053,5,Bachelor's,California,Manufacturing
none,146250,2,Bachelor's,Washington State,Aerospace & Defense
none,410000,,-,California,Information Technology
ai_integration,89599,3,Bachelor's,Oregon,Pharmaceutical & Biotechnology
none,81742,4,Bachelor's,Michigan,Manufacturing
none,138500,5,Bachelor's,Colorado,Aerospace & Defense
none,119634,5,Bachelor's,California,Unknown
none,112750,5,Bachelor's,Ohio,Manufacturing
none,150000,5,-,District of Columbia,Information Technology
none,249750,,-,California,Information Technology
none,141815,,Bachelor's,California,Manufacturing
none,130000,3,-,Wisconsin,Manufacturing
none,112500,1,Bachelor's,California,Aerospace & Defense
none,170000,5,-,Unknown,Information Technology
none,84332,5,Bachelor's,Florida,Retail & Wholesale
ai_integration,152370,3,Bachelor's,Massachusetts,Legal
none,87500,5,Bachelor's,Illinois,Unknown
ai_integration,92200,4,-,Indiana,Pharmaceutical & Biotechnology
none,83126,2,Bachelor's,Ohio,Manufacturing
none,77479,2,Bachelor's,Illinois,Information Technology
none,116000,5,Bachelor's,Washington State,Manufacturing
none,107094,5,Bachelor's,Oregon,Information Technology
none,135000,8,Bachelor's,Unknown,Management & Consulting
none,98000,2,-,Florida,Aerospace & Defense
none,113380,3,-,Pennsylvania,Information Technology
none,140143,2,High School,Maryland,Unknown
none,112500,1,Bachelor's,Washington State,Aerospace & Defense
none,117500,3,Bachelor's,Texas,Media & Communication
none,94200,1,Bachelor's,Idaho,Manufacturing
applied_ai,108138,5,-,North Carolina,Manufacturing
none,209750,3,Bachelor's,California,Information Technology
ai_integration,200000,10,Bachelor's,California,Unknown
ai_integration,87500,2,Bachelor's,Unknown,Unknown
ai_integration,135000,5,-,Unknown,Information Technology
none,75115,3,Bachelor's,Virginia,Information Technology
none,82034,,Bachelor's,New Jersey,Manufacturing
none,160467,,-,Texas,Information Technology
none,87500,2,-,Pennsylvania,Information Technology
ai_integration,209750,7,Bachelor's,California,Information Technology
none,101770,4,Bachelor's,Texas,Manufacturing
none,111497,7,Bachelor's,Alabama,Aerospace & Defense
ai_integration,149200,5,Bachelor's,Unknown,Insurance
none,95000,2,-,California,Unknown
none,115900,7,-,Virginia,Aerospace & Defense
none,91800,,-,California,Information Technology
none,101390,2,Bachelor's,Texas,Information Technology
none,95321,6,Bachelor's,Georgia,Information Technology
none,74417,5,Bachelor's,Ohio,Retail & Wholesale
none,109500,8,-,Connecticut,Insurance
none,125100,2,-,California,Information Technology
none,77500,3,Bachelor's,Maryland,Information Technology
none,176500,5,Bachelor's,Unknown,Information Technology
ai_integration,103859,5,Bachelor's,Georgia,Financial Services
none,125590,.5,Master's,Texas,Human Resources & Staffing
